"latitude","longitude","elevation","location","day","time","temperature_2m_mean (°C)","shortwave_radiation_sum (MJ/m²)","et0_fao_evapotranspiration (mm)","daylight_duration (s)","sunshine_duration (s)","precipitation_sum (mm)","precipitation_hours (h)","cloud_cover_mean (%)","dew_point_2m_mean (°C)","pressure_msl_mean (hPa)","surface_pressure_mean (hPa)","wind_gusts_10m_mean (m/s)","wind_speed_10m_mean (m/s)"
12.6889,79.9728,69,"chengalpattu",-212,2024-08-28,27,5.94,1.67,44654.46,0,5.3,11,100,23.2,1008.3,1000.4,3.79,1.81
12.6889,79.9728,69,"chengalpattu",-211,2024-08-29,27.4,12.96,3.39,44614.18,10935.74,8.8,10,100,23.1,1006.2,998.4,7.23,3.41
12.6889,79.9728,69,"chengalpattu",-210,2024-08-30,27.6,10.92,3.17,44573.72,5389.89,10.1,5,100,22.5,1005.7,997.9,6.59,3.24
12.6889,79.9728,69,"chengalpattu",-209,2024-08-31,28.5,14.78,4.08,44533.11,18235.96,0.1,1,100,22.4,1005.2,997.4,6.54,3.31
12.6889,79.9728,69,"chengalpattu",-208,2024-09-01,29.1,21.24,5.48,44492.37,36538.3,0.9,2,80,22.2,1004.5,996.7,6.93,3.38
12.6889,79.9728,69,"chengalpattu",-207,2024-09-02,29.3,22.8,5.67,44451.52,39642.7,2.4,1,74,22.7,1004.8,997,6.55,3.17
12.6889,79.9728,69,"chengalpattu",-206,2024-09-03,28.3,17.5,4.09,44410.61,30664.7,4.4,6,99,23.9,1006.5,998.7,5.49,2.33
12.6889,79.9728,69,"chengalpattu",-205,2024-09-04,28.9,14.46,3.96,44369.64,16455.71,0,0,98,23.1,1006.4,998.6,5.8,3
12.6889,79.9728,69,"chengalpattu",-204,2024-09-05,29.3,22.64,5.46,44328.66,37394.93,6.3,5,100,23,1005.1,997.3,6.28,2.97
12.6889,79.9728,69,"chengalpattu",-203,2024-09-06,29,12.88,3.5,44287.7,11116.3,1.8,4,100,23,1005.5,997.7,5.53,2.56
12.6889,79.9728,69,"chengalpattu",-202,2024-09-07,28.8,13.73,3.76,44246.75,16670.54,5.4,5,100,23,1006.2,998.4,5.83,2.67
12.6889,79.9728,69,"chengalpattu",-201,2024-09-08,29.2,19.22,5.14,44205.88,28613.62,0,0,100,22.5,1006.6,998.8,7.17,3.56
12.6889,79.9728,69,"chengalpattu",-200,2024-09-09,29.6,18.16,5.2,44165.07,26525.38,0,0,94,22.4,1004.6,996.8,7.5,3.84
12.6889,79.9728,69,"chengalpattu",-199,2024-09-10,30.1,22.69,5.86,44124.08,39950.29,0.5,2,64,22.6,1004.4,996.6,7.13,3.46
12.6889,79.9728,69,"chengalpattu",-198,2024-09-11,29.8,21.47,5.53,44082.83,36012.91,0.8,2,82,22.5,1006.1,998.3,6.32,3.07
12.6889,79.9728,69,"chengalpattu",-197,2024-09-12,30,23.99,5.85,44041.34,39600,0.6,3,56,21.9,1007.2,999.4,5.3,2.46
12.6889,79.9728,69,"chengalpattu",-196,2024-09-13,30.4,22.78,5.66,43999.66,39600,0.4,3,99,23.2,1006.7,998.9,5.93,2.86
12.6889,79.9728,69,"chengalpattu",-195,2024-09-14,30.9,23.53,6.03,43957.8,39600,0.1,1,98,22.5,1005.8,998.1,5.95,2.85
12.6889,79.9728,69,"chengalpattu",-194,2024-09-15,30.8,23.17,6.22,43915.78,37809.88,0.1,1,74,21.7,1005.8,998,6.27,3.07
12.6889,79.9728,69,"chengalpattu",-193,2024-09-16,30.9,24.52,6.61,43873.65,39783.77,0,0,73,21.1,1006,998.2,6.63,3.25
12.6889,79.9728,69,"chengalpattu",-192,2024-09-17,31.1,23.98,6.5,43831.42,39702.75,0,0,26,21.9,1005.7,997.9,7.01,3.29
12.6889,79.9728,69,"chengalpattu",-191,2024-09-18,30.6,23.57,5.96,43789.12,39625.42,0.2,2,27,21.7,1005.1,997.3,5.6,2.56
12.6889,79.9728,69,"chengalpattu",-190,2024-09-19,29.3,23.07,5.44,43746.78,39632.05,0.5,1,36,22.5,1005.5,997.7,4.82,1.96
12.6889,79.9728,69,"chengalpattu",-189,2024-09-20,30.8,22.68,5.63,43704.43,39600,0,0,83,22,1005.1,997.3,4.96,2.25
12.6889,79.9728,69,"chengalpattu",-188,2024-09-21,28.8,10.65,2.94,43662.09,6634.5,0.8,4,100,23.2,1005.7,997.9,4.06,1.72
12.6889,79.9728,69,"chengalpattu",-187,2024-09-22,29.5,9.77,3.1,43619.78,573.71,0,0,100,22.4,1004.8,997.1,4.92,2.18
12.6889,79.9728,69,"chengalpattu",-186,2024-09-23,29.1,20.15,4.71,43577.54,38366.8,16.1,16,96,23.7,1004.3,996.5,5.59,2.38
12.6889,79.9728,69,"chengalpattu",-185,2024-09-24,28.3,20.9,4.63,43535.39,31673.31,7.2,7,99,24.2,1003.7,995.9,6.26,2.79
12.6889,79.9728,69,"chengalpattu",-184,2024-09-25,28.7,20.92,4.77,43493.36,38682.23,4,4,93,24.2,1004.1,996.3,5.33,2.44
12.6889,79.9728,69,"chengalpattu",-183,2024-09-26,28.2,10.73,2.58,43451.46,2606.68,0,0,98,24.5,1005.1,997.3,3.47,1.66
12.6889,79.9728,69,"chengalpattu",-182,2024-09-27,28.1,20.91,4.47,43409.74,38812.24,31.5,17,95,24.8,1007.6,999.8,5.11,2.23
12.6889,79.9728,69,"chengalpattu",-181,2024-09-28,27.6,20.28,4.33,43368.21,39600,13.6,12,58,24.4,1009.1,1001.2,4.42,1.66
12.6889,79.9728,69,"chengalpattu",-180,2024-09-29,27.3,21.33,4.48,43326.89,39600,4.3,8,42,24.1,1010.1,1002.2,4.81,2.06
12.6889,79.9728,69,"chengalpattu",-179,2024-09-30,27.4,21.24,4.46,43285.5,38330.5,0.8,5,23,24.2,1010,1002.1,4.37,2.02
12.6889,79.9728,69,"chengalpattu",-178,2024-10-01,28.1,21.81,4.84,43243.98,39600,0.6,6,30,23.8,1008.3,1000.5,4.98,2.46
12.6889,79.9728,69,"chengalpattu",-177,2024-10-02,29.4,23.84,5.68,43202.33,39600,0,0,64,23.6,1007.9,1000.1,7.08,3.51
12.6889,79.9728,69,"chengalpattu",-176,2024-10-03,29.6,22.42,5.26,43160.6,39600,0.2,1,93,23.7,1007.5,999.7,5.53,2.46
12.6889,79.9728,69,"chengalpattu",-175,2024-10-04,28.8,20.56,4.72,43118.82,37970.91,11.9,6,92,23.9,1007.7,999.9,5.6,2.55
12.6889,79.9728,69,"chengalpattu",-174,2024-10-05,28.5,20.96,4.68,43077,39600,0.4,3,99,24.1,1008,1000.1,5.31,2.38
12.6889,79.9728,69,"chengalpattu",-173,2024-10-06,28.4,22.1,4.84,43035.18,39600,0,0,83,23.8,1008.5,1000.6,3.95,1.62
12.6889,79.9728,69,"chengalpattu",-172,2024-10-07,27.2,17.49,3.7,42993.4,35746.32,6,10,59,23.9,1010.1,1002.2,3.98,1.7
12.6889,79.9728,69,"chengalpattu",-171,2024-10-08,27,17.44,3.67,42951.67,39191.61,4.5,10,86,23.8,1010.6,1002.7,4.07,1.65
12.6889,79.9728,69,"chengalpattu",-170,2024-10-09,27,17.4,3.72,42910.04,39384.09,3.6,12,71,23.9,1009,1001.1,3.74,1.59
12.6889,79.9728,69,"chengalpattu",-169,2024-10-10,26.5,15.47,3.27,42868.52,29280.58,9.1,15,73,23.8,1007.8,999.9,4.09,1.87
12.6889,79.9728,69,"chengalpattu",-168,2024-10-11,26.9,17.95,3.72,42827.16,38532.48,6.5,14,81,23.9,1007.8,999.9,4.8,1.96
12.6889,79.9728,69,"chengalpattu",-167,2024-10-12,26.8,19.24,4.02,42785.98,39437.97,4.1,14,58,23.6,1008.8,1000.9,5.26,2.44
12.6889,79.9728,69,"chengalpattu",-166,2024-10-13,26.7,18.26,3.83,42745.02,39522.79,4.8,9,88,23.7,1009,1001.1,4.6,1.9
12.6889,79.9728,69,"chengalpattu",-165,2024-10-14,24.9,4.67,1.1,42704.29,62.13,122.1,22,100,23.7,1007.9,1000,6.56,3.17
12.6889,79.9728,69,"chengalpattu",-164,2024-10-15,25.1,8.58,1.82,42663.84,7200,42.9,24,100,23.8,1007.7,999.8,5.48,2.52
12.6889,79.9728,69,"chengalpattu",-163,2024-10-16,25.9,13.45,2.81,42623.69,22612.75,4.3,12,100,23.5,1007,999.1,4.55,2.1
12.6889,79.9728,69,"chengalpattu",-162,2024-10-17,27.2,20.41,4.33,42583.88,39556.97,2.1,6,91,23.5,1007,999.1,3.65,1.51
12.6889,79.9728,69,"chengalpattu",-161,2024-10-18,26.2,11.93,2.5,42544.45,17689.49,27.9,14,100,24.1,1008.2,1000.3,3.67,1.45
12.6889,79.9728,69,"chengalpattu",-160,2024-10-19,26,13.89,2.86,42505.39,25310.52,15.2,19,93,23.9,1009.5,1001.5,3.74,1.42
12.6889,79.9728,69,"chengalpattu",-159,2024-10-20,26.6,16.32,3.44,42466.44,31833.59,3.7,11,73,23.9,1010.1,1002.2,4.5,2.02
12.6889,79.9728,69,"chengalpattu",-158,2024-10-21,27,17.96,3.72,42427.48,39038.28,4.8,9,73,24.1,1010.4,1002.5,3.4,1.3
12.6889,79.9728,69,"chengalpattu",-157,2024-10-22,26.7,18.09,3.78,42388.56,36341.94,2.8,5,72,23.8,1010.4,1002.5,4.55,1.93
12.6889,79.9728,69,"chengalpattu",-156,2024-10-23,27.1,21.66,4.61,42349.71,39375.09,0.2,2,56,23.1,1009.5,1001.6,4.09,1.81
12.6889,79.9728,69,"chengalpattu",-155,2024-10-24,27.5,19.22,4.3,42310.96,38782.61,0,0,97,22.8,1009.1,1001.2,4.62,2.23
12.6889,79.9728,69,"chengalpattu",-154,2024-10-25,27.6,21.35,4.6,42272.34,39318.79,0,0,99,22,1009,1001.1,4.29,1.96
12.6889,79.9728,69,"chengalpattu",-153,2024-10-26,28,22.01,4.97,42233.91,39291.61,0,0,27,21.8,1008.5,1000.6,4.65,2.3
12.6889,79.9728,69,"chengalpattu",-152,2024-10-27,27.8,21.64,4.86,42195.68,39265.14,0,0,12,20.8,1007.7,999.9,4.03,1.85
12.6889,79.9728,69,"chengalpattu",-151,2024-10-28,27.5,20.84,4.47,42157.69,39239.43,0.8,2,20,22.8,1007.4,999.6,3.9,1.68
12.6889,79.9728,69,"chengalpattu",-150,2024-10-29,28.3,20.2,4.46,42119.99,39214.54,0.5,3,30,23.8,1008.3,1000.4,4.34,1.88
12.6889,79.9728,69,"chengalpattu",-149,2024-10-30,27,16.26,3.38,42082.61,31569.95,7,10,59,24.4,1009.5,1001.6,3.33,1.17
12.6889,79.9728,69,"chengalpattu",-148,2024-10-31,26.8,16.91,3.53,42045.59,36805.63,6.2,12,53,24.2,1010.6,1002.7,3.58,1.47
12.6889,79.9728,69,"chengalpattu",-147,2024-11-01,26.2,15.35,3.13,42008.95,34971.55,6.9,9,63,23.8,1011.7,1003.8,3.66,1.44
12.6889,79.9728,69,"chengalpattu",-146,2024-11-02,25.8,14.05,2.87,41972.75,33840.35,9.3,13,53,23.7,1012.2,1004.3,3.68,1.37
12.6889,79.9728,69,"chengalpattu",-145,2024-11-03,26,18.76,3.81,41937.03,39104.08,2.2,11,45,23.2,1011.9,1003.9,4.85,2.24
12.6889,79.9728,69,"chengalpattu",-144,2024-11-04,26.3,20.19,4.2,41901.81,39085.15,0.6,4,45,22.8,1011.2,1003.2,4.45,1.94
12.6889,79.9728,69,"chengalpattu",-143,2024-11-05,26.6,20.01,4.5,41867.16,39067.39,0.2,2,27,21.4,1011.2,1003.3,5.68,2.89
12.6889,79.9728,69,"chengalpattu",-142,2024-11-06,25.5,15.53,3.33,41833.09,31836.8,15.2,10,75,22.3,1011.3,1003.3,6.86,3.37
12.6889,79.9728,69,"chengalpattu",-141,2024-11-07,26.3,16.44,3.53,41799.66,37314.69,1.2,6,87,23.4,1011,1003.1,7.05,3.37
12.6889,79.9728,69,"chengalpattu",-140,2024-11-08,26.9,20.13,4.42,41766.89,39021.7,0.6,4,84,22.9,1010.9,1003,6.77,3.46
12.6889,79.9728,69,"chengalpattu",-139,2024-11-09,26.7,19.24,4.34,41734.48,39008.84,1.5,5,92,22.2,1011.2,1003.3,7.31,3.76
12.6889,79.9728,69,"chengalpattu",-138,2024-11-10,26.6,20.1,4.56,41702.34,38997.04,0.5,5,38,21.6,1011,1003.1,6.87,3.51
12.6889,79.9728,69,"chengalpattu",-137,2024-11-11,26.8,18.8,4.65,41670.5,37417.41,2.7,2,83,21.6,1009.8,1001.9,8.42,4.42
12.6889,79.9728,69,"chengalpattu",-136,2024-11-12,25.4,6.11,1.54,41639.01,0,11.1,19,100,23.5,1009.3,1001.3,6.52,3.27
12.6889,79.9728,69,"chengalpattu",-135,2024-11-13,24.4,5.16,1.05,41607.89,0,34.9,19,100,23.8,1009.3,1001.3,5.78,2.99
12.6889,79.9728,69,"chengalpattu",-134,2024-11-14,25.5,13.53,2.74,41577.2,28541.31,8.5,19,91,23.7,1010.5,1002.6,6.13,2.96
12.6889,79.9728,69,"chengalpattu",-133,2024-11-15,25.3,10.43,2.2,41546.94,12143.72,9.8,12,93,23.5,1011.2,1003.3,6.42,3.12
12.6889,79.9728,69,"chengalpattu",-132,2024-11-16,25.1,13.42,2.55,41517.18,36108.42,14,17,81,23.6,1010.9,1002.9,5.84,2.54
12.6889,79.9728,69,"chengalpattu",-131,2024-11-17,26.4,19.66,4.28,41487.95,38874.12,0.4,4,34,22.7,1010.5,1002.6,6.53,3.35
12.6889,79.9728,69,"chengalpattu",-130,2024-11-18,26.2,20.24,4.45,41459.29,38841.6,0.3,2,34,21.9,1011.2,1003.3,7.55,4
12.6889,79.9728,69,"chengalpattu",-129,2024-11-19,25.9,18.75,4.21,41431.22,38809.72,1.3,6,51,21.5,1011.9,1004,8.04,4.28
12.6889,79.9728,69,"chengalpattu",-128,2024-11-20,26,18.85,4.43,41403.8,38778.52,0,0,42,20.5,1011.7,1003.8,6.93,3.64
12.6889,79.9728,69,"chengalpattu",-127,2024-11-21,26,16.57,4.17,41377.08,38748.06,0,0,77,20.2,1011.5,1003.6,7.24,3.81
12.6889,79.9728,69,"chengalpattu",-126,2024-11-22,25.7,19.38,4.58,41351.07,38718.38,0,0,34,20,1011.3,1003.4,7.03,3.67
12.6889,79.9728,69,"chengalpattu",-125,2024-11-23,25.9,14.72,3.43,41325.83,36888.06,1.6,6,88,21.9,1011.9,1004,7.14,3.75
12.6889,79.9728,69,"chengalpattu",-124,2024-11-24,26.4,16.21,3.95,41301.4,35342.02,0.3,3,95,21.6,1011.8,1003.9,7.25,3.81
12.6889,79.9728,69,"chengalpattu",-123,2024-11-25,26.2,16.76,4.26,41277.82,32825.5,0.1,1,100,21.2,1010.7,1002.8,8.85,4.76
12.6889,79.9728,69,"chengalpattu",-122,2024-11-26,23.9,5.62,1.24,41255.12,0,16.7,20,100,22.8,1009.4,1001.4,9.19,4.9
12.6889,79.9728,69,"chengalpattu",-121,2024-11-27,25.2,7.59,2.77,41233.36,39.41,5,11,100,21.3,1008.2,1000.3,10.9,5.93
12.6889,79.9728,69,"chengalpattu",-120,2024-11-28,25.1,7.86,3.16,41212.57,4477.25,11.4,7,100,20.3,1007.2,999.3,12.57,6.82
12.6889,79.9728,69,"chengalpattu",-119,2024-11-29,24.1,8.87,2.39,41192.51,5251.16,11.8,15,100,21.3,1006.5,998.5,11.65,6.43
12.6889,79.9728,69,"chengalpattu",-118,2024-11-30,23.5,0.81,0.6,41173.12,0,189.6,24,100,22.6,1001.3,993.4,17.34,9.25
12.6889,79.9728,69,"chengalpattu",-117,2024-12-01,25.3,7.55,1.81,41154.43,6595.29,18,23,100,23.7,1000.7,992.8,12.43,6.58
12.6889,79.9728,69,"chengalpattu",-116,2024-12-02,26.1,16.1,3.34,41136.44,37233.72,9.7,18,94,23.7,1005.4,997.5,7.32,3.9
12.6889,79.9728,69,"chengalpattu",-115,2024-12-03,26.5,17.77,3.63,41119.2,38453.04,1.8,10,74,24,1009.1,1001.2,5.18,2.46
12.6889,79.9728,69,"chengalpattu",-114,2024-12-04,26.6,16.81,3.52,41102.71,37111.32,7.6,10,56,23.8,1010.5,1002.5,4.13,1.78
12.6889,79.9728,69,"chengalpattu",-113,2024-12-05,25.7,14.65,3.06,41087.01,33574.34,1.5,5,42,23.4,1011.2,1003.3,4.4,1.96
12.6889,79.9728,69,"chengalpattu",-112,2024-12-06,25.9,15.35,3.13,41072.12,33810.03,2.2,10,70,23.8,1011.3,1003.3,4.2,1.99
12.6889,79.9728,69,"chengalpattu",-111,2024-12-07,26.3,18.7,3.87,41058.05,38296.34,0.7,5,57,23,1010.9,1003,4.6,2.23
12.6889,79.9728,69,"chengalpattu",-110,2024-12-08,25.9,18.98,3.97,41044.85,38020.44,0.3,2,35,22.1,1011,1003.1,3.93,1.81
12.6889,79.9728,69,"chengalpattu",-109,2024-12-09,26,17.7,3.73,41032.52,38353.06,0.5,3,83,22.8,1010.7,1002.8,4.79,2.31
12.6889,79.9728,69,"chengalpattu",-108,2024-12-10,26.3,17.01,3.84,41021.08,38339.78,0.2,1,95,22.4,1010.4,1002.5,7.03,3.72
12.6889,79.9728,69,"chengalpattu",-107,2024-12-11,24.4,4.86,1.18,41010.57,535.71,15.4,17,100,23.1,1010.4,1002.5,8.33,4.45
12.6889,79.9728,69,"chengalpattu",-106,2024-12-12,23.9,5.2,1.05,41001,0,39.7,22,100,23.2,1010.3,1002.3,7.29,3.7
12.6889,79.9728,69,"chengalpattu",-105,2024-12-13,25.3,13.82,3.08,40992.4,35253.89,2.7,12,96,22,1011.1,1003.1,7.8,4.19
12.6889,79.9728,69,"chengalpattu",-104,2024-12-14,25.1,16.01,3.82,40984.79,37888.75,0,0,52,20.1,1012.7,1004.7,7.36,3.93
12.6889,79.9728,69,"chengalpattu",-103,2024-12-15,24.3,18.09,4.11,40978.19,37448.84,0,0,82,19.2,1013.4,1005.4,7.57,4.02
12.6889,79.9728,69,"chengalpattu",-102,2024-12-16,24.1,18.56,4.25,40972.62,36215.01,0,0,86,18.9,1012.2,1004.2,8.12,4.38
12.6889,79.9728,69,"chengalpattu",-101,2024-12-17,24.1,9.13,2.91,40968.12,4193.68,11.1,7,100,19.4,1010.3,1002.3,9.36,5.14
12.6889,79.9728,69,"chengalpattu",-100,2024-12-18,23.9,9.72,2.07,40964.68,16400.08,17.2,18,100,22,1009.2,1001.3,9.67,5.27
12.6889,79.9728,69,"chengalpattu",-99,2024-12-19,25.3,10.65,2.36,40962.27,13557.6,3.3,12,97,23.1,1008.6,1000.7,8.37,4.51
12.6889,79.9728,69,"chengalpattu",-98,2024-12-20,26.4,16.1,3.45,40960.87,35776.44,0.5,4,83,23.1,1008.4,1000.5,6.64,3.36
12.6889,79.9728,69,"chengalpattu",-97,2024-12-21,26,16.67,3.47,40960.48,37595.64,2.9,7,63,23.2,1009.4,1001.5,5.28,2.62
12.6889,79.9728,69,"chengalpattu",-96,2024-12-22,25.6,17.35,3.71,40961.07,38270.3,0.5,3,73,22.3,1010.6,1002.6,7.02,3.69
12.6889,79.9728,69,"chengalpattu",-95,2024-12-23,25.6,19.3,4.3,40962.66,36039.97,0,0,50,21.4,1010.5,1002.6,7.57,3.99
12.6889,79.9728,69,"chengalpattu",-94,2024-12-24,24.9,9,2.25,40965.21,20096.02,4.2,4,59,21.8,1010.1,1002.2,7.61,3.96
12.6889,79.9728,69,"chengalpattu",-93,2024-12-25,24.9,13.33,2.93,40968.72,31271.02,4.7,7,52,22,1011.1,1003.1,8.46,4.52
12.6889,79.9728,69,"chengalpattu",-92,2024-12-26,25.4,13.28,2.72,40973.2,26335.6,8.6,17,70,23.4,1012.8,1004.9,8.47,4.27
12.6889,79.9728,69,"chengalpattu",-91,2024-12-27,25.3,14.97,3.26,40978.61,34448.77,9.5,13,72,22.2,1015,1007,6.96,3.44
12.6889,79.9728,69,"chengalpattu",-90,2024-12-28,25.6,18.1,3.82,40984.96,38129.71,0.2,1,21,21.8,1014.5,1006.5,5.97,3.11
12.6889,79.9728,69,"chengalpattu",-89,2024-12-29,25.4,15.94,3.56,40992.24,34699.51,0.4,4,88,21.8,1014.3,1006.3,7.64,4.07
12.6889,79.9728,69,"chengalpattu",-88,2024-12-30,25.3,16.74,3.47,41000.43,36573.76,2,11,86,22.4,1014.2,1006.2,8.3,4.41
12.6889,79.9728,69,"chengalpattu",-87,2024-12-31,25.4,18.23,3.85,41009.52,37597.15,0.2,2,34,21.9,1014.4,1006.4,7.74,4.12
12.6889,79.9728,69,"chengalpattu",-86,2025-01-01,24.9,18.78,3.94,41019.5,36069.94,0,0,39,21.3,1013.5,1005.6,7.16,3.79
12.6889,79.9728,69,"chengalpattu",-85,2025-01-02,24.5,18.82,4.07,41030.37,37714.66,0,0,70,19.8,1013.5,1005.5,6.11,3.15
12.6889,79.9728,69,"chengalpattu",-84,2025-01-03,24.3,17.74,4.02,41042.1,36000,0,0,74,18.9,1013.7,1005.7,6.64,3.49
12.6889,79.9728,69,"chengalpattu",-83,2025-01-04,23.6,17.97,3.83,41054.69,37205.46,0,0,24,18.7,1013,1005,5.47,2.73
12.6889,79.9728,69,"chengalpattu",-82,2025-01-05,24.1,17.27,3.76,41068.13,37079,0,0,70,18.8,1013.1,1005.2,5.12,2.54
12.6889,79.9728,69,"chengalpattu",-81,2025-01-06,24,16.77,3.66,41082.39,36706.73,0.1,1,22,18.8,1012.6,1004.6,4.97,2.49
12.6889,79.9728,69,"chengalpattu",-80,2025-01-07,24.1,15.59,3.27,41097.48,36829.61,1.5,8,37,20.5,1012.6,1004.6,6.47,3.36
12.6889,79.9728,69,"chengalpattu",-79,2025-01-08,23.6,19.84,4.23,41113.57,38014.23,0,0,9,18.2,1012.6,1004.6,5.87,2.95
12.6889,79.9728,69,"chengalpattu",-78,2025-01-09,24.1,17.74,4.19,41130.7,36828.04,0.1,1,32,17.7,1013.4,1005.4,6.56,3.39
12.6889,79.9728,69,"chengalpattu",-77,2025-01-10,24.3,14.49,3.27,41148.82,36130.39,1.4,4,48,20,1014.6,1006.6,7.25,3.76
12.6889,79.9728,69,"chengalpattu",-76,2025-01-11,25,15.3,3.78,41167.89,36385.46,0,0,82,19.7,1014.5,1006.5,7.46,3.94
12.6889,79.9728,69,"chengalpattu",-75,2025-01-12,24.1,6.45,1.96,41187.88,6641.4,0.9,7,88,20.6,1014,1006,7.12,3.84
12.6889,79.9728,69,"chengalpattu",-74,2025-01-13,24.6,13.13,2.64,41208.75,34392.6,6.6,8,71,22.2,1012.5,1004.6,6.72,3.44
12.6889,79.9728,69,"chengalpattu",-73,2025-01-14,25.3,18.3,4.08,41230.46,36703.14,0.1,1,79,21,1013.7,1005.7,7.35,3.86
12.6889,79.9728,69,"chengalpattu",-72,2025-01-15,25.5,18.03,4.28,41252.99,37060.08,0,0,44,20.3,1014.5,1006.5,8.03,4.21
12.6889,79.9728,69,"chengalpattu",-71,2025-01-16,25,16.15,3.92,41276.29,36463.53,0,0,50,19.5,1014.4,1006.4,7.16,3.76
12.6889,79.9728,69,"chengalpattu",-70,2025-01-17,24.5,17.18,3.98,41300.33,37293.49,0.1,1,39,19.3,1013.3,1005.3,7.72,4.05
12.6889,79.9728,69,"chengalpattu",-69,2025-01-18,24.4,10.09,2.93,41325.07,17409.77,1.9,3,81,19.7,1012.4,1004.4,8.01,4.32
12.6889,79.9728,69,"chengalpattu",-68,2025-01-19,24.9,14.12,3,41350.48,32348.72,4.5,15,86,22.1,1012.4,1004.4,8.07,4.22
12.6889,79.9728,69,"chengalpattu",-67,2025-01-20,24.6,20.29,4.31,41376.51,37286.65,0,0,84,20.2,1012,1004,7.12,3.74
12.6889,79.9728,69,"chengalpattu",-66,2025-01-21,24.1,19.47,4.18,41403.15,36408.6,0,0,59,19.3,1011.5,1003.5,6.18,3.19
12.6889,79.9728,69,"chengalpattu",-65,2025-01-22,24.5,16.83,3.74,41430.34,37047.55,0,0,15,19.9,1011.5,1003.6,6.35,3.25
12.6889,79.9728,69,"chengalpattu",-64,2025-01-23,24.4,18.85,4.04,41458.06,32534.76,0,0,82,19.7,1011.7,1003.7,5.1,2.49
12.6889,79.9728,69,"chengalpattu",-63,2025-01-24,23.9,20.07,4.27,41486.28,37412.12,0,0,30,18.6,1011.7,1003.7,5.2,2.57
12.6889,79.9728,69,"chengalpattu",-62,2025-01-25,24.1,20.62,4.37,41514.95,36548.28,0,0,46,19.1,1012.1,1004.1,5.84,2.94
12.6889,79.9728,69,"chengalpattu",-61,2025-01-26,23.4,20.89,4.23,41544.05,34990.19,0.1,1,73,19.5,1012.1,1004.1,5.37,2.6
12.6889,79.9728,69,"chengalpattu",-60,2025-01-27,24,20.73,4.27,41573.56,36308.24,0,0,60,19.9,1011.5,1003.5,5.26,2.53
12.6889,79.9728,69,"chengalpattu",-59,2025-01-28,24.2,18.96,4.19,41603.77,35226.75,0.1,1,95,19,1011.8,1003.8,4.82,2.3
12.6889,79.9728,69,"chengalpattu",-58,2025-01-29,24.4,21.34,4.66,41634.75,37915.88,0,0,59,19.2,1012.9,1004.9,6.09,3.08
12.6889,79.9728,69,"chengalpattu",-57,2025-01-30,25.5,18.33,4.09,41666.47,36704.44,0,0,43,20.9,1011.6,1003.6,6.1,3.11
12.6889,79.9728,69,"chengalpattu",-56,2025-01-31,25.8,18.48,3.85,41698.88,36527.77,1.1,7,36,22.9,1011,1003.1,5.54,2.67
12.6889,79.9728,69,"chengalpattu",-55,2025-02-01,26,19.35,4.09,41731.93,35448.05,0.4,3,54,22.5,1011.6,1003.7,4.65,2.01
12.6889,79.9728,69,"chengalpattu",-54,2025-02-02,25.7,21.14,4.52,41765.58,35520.8,0,0,41,21.1,1011.9,1004,4.2,1.76
12.6889,79.9728,69,"chengalpattu",-53,2025-02-03,24.5,21.5,4.52,41799.79,36557.07,0,0,29,20.1,1012.3,1004.3,4.35,1.92
12.6889,79.9728,69,"chengalpattu",-52,2025-02-04,24.6,21.5,4.65,41834.52,33050.7,0,0,60,19.4,1012.5,1004.5,4.1,1.78
12.6889,79.9728,69,"chengalpattu",-51,2025-02-05,25.5,21.92,4.7,41869.72,36746.12,0,0,39,20.5,1011.8,1003.8,4.18,1.73
12.6889,79.9728,69,"chengalpattu",-50,2025-02-06,24.8,22.31,4.68,41905.36,37657.46,0,0,25,20.4,1011.6,1003.7,4.25,1.9
12.6889,79.9728,69,"chengalpattu",-49,2025-02-07,25,22.36,4.75,41941.4,36751.96,0,0,68,20.3,1013,1005.1,4.43,2.02
12.6889,79.9728,69,"chengalpattu",-48,2025-02-08,25.3,21.94,4.77,41977.8,36754.39,0,0,55,20.4,1012.8,1004.9,4.44,2
12.6889,79.9728,69,"chengalpattu",-47,2025-02-09,25.5,21.06,4.62,42014.51,35570.89,0,0,44,20.8,1012.4,1004.5,5.3,2.53
12.6889,79.9728,69,"chengalpattu",-46,2025-02-10,25.3,22.08,4.92,42051.5,38048.29,0.2,2,58,19.6,1013.4,1005.4,5.3,2.54
12.6889,79.9728,69,"chengalpattu",-45,2025-02-11,25.1,22.75,4.78,42088.74,38245.73,0,0,84,19.7,1013.7,1005.7,4.12,1.69
12.6889,79.9728,69,"chengalpattu",-44,2025-02-12,24.9,22.38,4.79,42126.18,33359.81,0,0,80,19.7,1013.3,1005.3,4.14,1.68
12.6889,79.9728,69,"chengalpattu",-43,2025-02-13,24.4,23.3,4.98,42163.79,37062.38,0,0,73,19.1,1013,1005,4.15,1.72
12.6889,79.9728,69,"chengalpattu",-42,2025-02-14,24.4,22.41,4.82,42201.52,34269.3,0,0,59,19.5,1012.5,1004.5,4.36,1.91
12.6889,79.9728,69,"chengalpattu",-41,2025-02-15,25.3,22.42,4.91,42239.36,37068.2,0,0,51,20.4,1011.6,1003.7,4.7,2.08
